Date,Open,High,Low,Close,Adj Close,Volume
2018-10-18,6.970000,6.970000,6.900000,6.900000,6.900000,600
2018-10-19,6.810000,7.000000,6.500000,6.960000,6.960000,10900
2018-10-22,6.820000,7.000000,6.500000,6.570000,6.570000,4300
2018-10-23,6.370000,6.710000,6.300000,6.300000,6.300000,26300
2018-10-24,6.350000,6.420000,6.250000,6.250000,6.250000,4700
2018-10-25,6.350000,6.500000,6.250000,6.500000,6.500000,3300
2018-10-26,6.700000,6.700000,6.300000,6.380000,6.380000,4900
2018-10-29,6.400000,6.990000,6.400000,6.800000,6.800000,9900
2018-10-30,6.800000,6.800000,6.800000,6.800000,6.800000,100
2018-10-31,6.750000,6.750000,6.450000,6.450000,6.450000,1300
2018-11-01,6.720000,6.720000,6.720000,6.720000,6.720000,300
2018-11-02,6.650000,6.970000,6.650000,6.970000,6.970000,500
2018-11-05,7.170000,7.400000,7.100000,7.120000,7.120000,6900
2018-11-06,7.490000,7.700000,7.260000,7.390000,7.390000,2900
2018-11-07,7.420000,7.500000,7.100000,7.190000,7.190000,6100
2018-11-08,7.190000,7.250000,6.800000,6.950000,6.950000,8000
2018-11-09,6.260000,6.890000,6.260000,6.850000,6.850000,1400
2018-11-12,7.000000,7.470000,6.510000,6.970000,6.970000,5000
2018-11-13,7.050000,7.050000,6.650000,6.950000,6.950000,2400
2018-11-14,6.700000,6.990000,6.700000,6.990000,6.990000,700
2018-11-15,6.890000,7.020000,6.890000,7.020000,7.020000,4300
2018-11-16,6.830000,7.250000,6.830000,7.200000,7.200000,2700
2018-11-19,7.490000,7.490000,6.750000,7.010000,7.010000,2700
2018-11-20,6.970000,6.970000,6.940000,6.940000,6.940000,500
2018-11-21,6.920000,6.920000,6.780000,6.800000,6.800000,600
2018-11-23,6.800000,6.800000,6.800000,6.800000,6.800000,100
2018-11-26,6.800000,7.030000,6.500000,6.500000,6.500000,1700
2018-11-27,6.500000,7.000000,6.500000,6.620000,6.620000,5400
2018-11-28,6.810000,7.050000,6.530000,7.050000,7.050000,4500
2018-11-29,7.150000,7.150000,7.150000,7.150000,7.150000,500
2018-11-30,7.100000,7.100000,6.800000,6.990000,6.990000,900
2018-12-03,6.950000,6.990000,6.900000,6.990000,6.990000,1500
2018-12-04,6.820000,6.820000,6.600000,6.800000,6.800000,700
2018-12-06,6.630000,6.800000,6.500000,6.500000,6.500000,1400
2018-12-07,6.610000,6.610000,6.510000,6.510000,6.510000,900
2018-12-10,6.670000,6.670000,6.500000,6.500000,6.500000,1500
2018-12-11,6.490000,6.500000,6.490000,6.490000,6.490000,1100
2018-12-12,6.500000,6.500000,6.390000,6.500000,6.500000,2900
2018-12-13,6.500000,6.500000,6.500000,6.500000,6.500000,100
2018-12-14,6.510000,6.510000,6.400000,6.450000,6.450000,36200
2018-12-17,6.500000,8.000000,6.500000,6.760000,6.760000,16100
2018-12-18,7.450000,7.450000,6.890000,6.890000,6.890000,16900
2018-12-19,6.950000,7.250000,6.510000,6.510000,6.510000,29700
2018-12-20,6.750000,7.200000,6.550000,6.550000,6.550000,22200
2018-12-21,6.500000,6.680000,5.050000,5.120000,5.120000,25200
2018-12-24,5.560000,5.560000,5.100000,5.100000,5.100000,2300
2018-12-26,5.680000,5.680000,4.260000,5.000000,5.000000,10200
2018-12-27,5.000000,5.000000,4.010000,5.000000,5.000000,7700
2018-12-28,5.490000,5.490000,4.900000,4.900000,4.900000,1300
2018-12-31,4.860000,5.290000,4.860000,5.240000,5.240000,2900
2019-01-02,5.200000,5.200000,5.200000,5.200000,5.200000,200
2019-01-03,5.200000,5.200000,5.200000,5.200000,5.200000,200
2019-01-04,5.140000,5.140000,4.110000,5.020000,5.020000,700
2019-01-07,5.020000,5.020000,5.020000,5.020000,5.020000,300
2019-01-08,4.640000,5.020000,4.640000,4.750000,4.750000,6400
2019-01-09,4.850000,4.850000,4.850000,4.850000,4.850000,500
2019-01-10,4.850000,4.850000,4.850000,4.850000,4.850000,100
2019-01-11,4.750000,4.840000,4.750000,4.840000,4.840000,1900
2019-01-14,5.210000,5.210000,4.340000,4.500000,4.500000,18600
2019-01-15,4.780000,5.250000,4.350000,4.460000,4.460000,9700
2019-01-16,4.880000,5.500000,4.500000,4.500000,4.500000,7000
2019-01-17,4.500000,4.500000,4.400000,4.400000,4.400000,5000
2019-01-18,4.400000,4.500000,4.220000,4.480000,4.480000,14000
2019-01-22,4.450000,4.900000,4.400000,4.450000,4.450000,8800
2019-01-23,4.420000,4.500000,4.420000,4.430000,4.430000,8100
2019-01-24,4.340000,4.500000,4.340000,4.400000,4.400000,4000
2019-01-25,4.480000,4.500000,4.370000,4.410000,4.410000,1900
2019-01-28,4.580000,4.580000,4.300000,4.300000,4.300000,10300
2019-01-29,4.320000,4.350000,4.030000,4.050000,4.050000,13000
2019-01-30,4.090000,4.230000,4.050000,4.060000,4.060000,1000
2019-01-31,4.270000,4.270000,4.100000,4.100000,4.100000,400
2019-02-01,4.090000,4.090000,4.030000,4.030000,4.030000,3700
2019-02-04,4.120000,4.210000,4.030000,4.070000,4.070000,4600
2019-02-05,4.140000,4.150000,3.500000,3.810000,3.810000,16200
2019-02-06,3.950000,4.850000,3.890000,4.240000,4.240000,70100
2019-02-07,4.240000,4.480000,3.750000,4.400000,4.400000,16600
2019-02-08,4.300000,4.300000,4.090000,4.090000,4.090000,2400
2019-02-11,4.090000,4.500000,4.090000,4.210000,4.210000,7000
2019-02-12,3.980000,4.090000,3.980000,4.000000,4.000000,1500
2019-02-13,4.240000,4.250000,4.170000,4.250000,4.250000,1200
2019-02-14,4.210000,4.280000,4.210000,4.280000,4.280000,1000
2019-02-15,4.020000,4.280000,4.020000,4.150000,4.150000,1900
2019-02-19,4.070000,4.340000,4.070000,4.250000,4.250000,3000
2019-02-20,4.100000,4.100000,4.100000,4.100000,4.100000,1100
2019-02-21,4.030000,4.100000,4.020000,4.020000,4.020000,1800
2019-02-22,3.980000,4.000000,3.860000,3.980000,3.980000,3800
2019-02-25,3.810000,4.170000,3.810000,4.140000,4.140000,1500
2019-02-26,4.150000,4.190000,4.150000,4.170000,4.170000,800
2019-02-27,4.170000,4.170000,4.170000,4.170000,4.170000,100
2019-02-28,4.070000,4.200000,4.070000,4.200000,4.200000,1400
2019-03-01,4.600000,4.610000,4.100000,4.250000,4.250000,30000
2019-03-04,4.380000,4.380000,3.970000,4.090000,4.090000,7200
2019-03-05,4.310000,6.240000,4.090000,4.880000,4.880000,223300
2019-03-06,4.850000,5.000000,4.310000,4.650000,4.650000,108700
2019-03-07,5.030000,5.200000,4.310000,4.380000,4.380000,71300
2019-03-08,4.350000,4.650000,4.090000,4.390000,4.390000,11400
2019-03-11,4.160000,4.650000,3.920000,4.160000,4.160000,19500
2019-03-12,4.070000,4.420000,4.070000,4.350000,4.350000,29400
2019-03-13,4.210000,4.420000,4.200000,4.330000,4.330000,8200
2019-03-14,4.860000,4.860000,4.110000,4.200000,4.200000,18400
2019-03-15,4.100000,5.540000,3.890000,5.000000,5.000000,148400
2019-03-18,5.000000,5.000000,4.700000,4.850000,4.850000,34600
2019-03-19,4.750000,4.780000,4.650000,4.650000,4.650000,7800
2019-03-20,5.180000,5.180000,4.530000,4.710000,4.710000,9700
2019-03-21,4.650000,4.750000,4.300000,4.430000,4.430000,87000
2019-03-22,4.740000,4.740000,4.740000,4.740000,4.740000,100
2019-03-25,4.690000,4.740000,4.350000,4.350000,4.350000,9000
2019-03-26,4.480000,4.750000,4.110000,4.110000,4.110000,64300
2019-03-27,4.200000,4.210000,3.820000,4.210000,4.210000,10900
2019-03-28,4.650000,4.800000,4.230000,4.250000,4.250000,2900
2019-03-29,4.520000,4.520000,4.300000,4.360000,4.360000,9700
2019-04-01,4.210000,4.480000,4.200000,4.340000,4.340000,3700
2019-04-02,4.500000,4.500000,4.370000,4.500000,4.500000,1400
2019-04-03,4.400000,4.470000,4.400000,4.470000,4.470000,500
2019-04-04,4.470000,4.470000,4.470000,4.470000,4.470000,100
2019-04-05,4.420000,4.450000,4.310000,4.440000,4.440000,1700
2019-04-08,4.480000,4.490000,4.330000,4.380000,4.380000,8200
2019-04-09,4.300000,4.400000,4.300000,4.360000,4.360000,6900
2019-04-10,4.410000,4.500000,4.270000,4.300000,4.300000,6400
2019-04-11,4.260000,4.400000,4.250000,4.330000,4.330000,3700
2019-04-12,4.360000,4.380000,3.820000,3.980000,3.980000,39800
2019-04-15,3.970000,4.100000,3.890000,3.900000,3.900000,5600
2019-04-16,3.910000,3.910000,3.820000,3.860000,3.860000,22200
2019-04-17,4.400000,4.400000,3.870000,3.890000,3.890000,5200
2019-04-18,3.930000,4.160000,3.930000,4.160000,4.160000,10000
2019-04-22,4.200000,4.200000,4.000000,4.170000,4.170000,3800
2019-04-23,4.170000,4.170000,4.170000,4.170000,4.170000,200
2019-04-24,4.100000,4.120000,4.050000,4.120000,4.120000,1000
2019-04-25,4.030000,4.030000,4.030000,4.030000,4.030000,100
2019-04-26,4.000000,4.290000,4.000000,4.180000,4.180000,9400
2019-04-29,4.180000,4.180000,4.030000,4.030000,4.030000,300
2019-04-30,4.120000,4.600000,3.840000,4.120000,4.120000,22300
2019-05-01,4.180000,4.180000,3.900000,4.030000,4.030000,5800
2019-05-02,3.900000,3.950000,3.900000,3.950000,3.950000,2000
