unix,bid,ask,date,spread
1643151761,36776.80000,36777.80000,2022-01-25 23:02:41,1.0
1643151761,36776.90000,36777.80000,2022-01-25 23:02:41,0.9000000000014552
1643151761,36776.80000,36777.80000,2022-01-25 23:02:41,1.0
1643151761,36777.10000,36777.80000,2022-01-25 23:02:41,0.7000000000043656
1643151762,36777.20000,36777.80000,2022-01-25 23:02:42,0.6000000000058208
1643151762,36777.20000,36778.00000,2022-01-25 23:02:42,0.8000000000029104
1643151762,36777.30000,36778.00000,2022-01-25 23:02:42,0.6999999999970896
1643151762,36777.40000,36778.00000,2022-01-25 23:02:42,0.5999999999985448
1643151762,36777.50000,36778.00000,2022-01-25 23:02:42,0.5
1643151762,36777.60000,36778.00000,2022-01-25 23:02:42,0.4000000000014552
1643151763,36777.70000,36778.00000,2022-01-25 23:02:43,0.3000000000029104
1643151763,36777.80000,36778.00000,2022-01-25 23:02:43,0.19999999999708962
1643151763,36777.70000,36778.00000,2022-01-25 23:02:43,0.3000000000029104
1643151764,36777.80000,36778.00000,2022-01-25 23:02:44,0.19999999999708962
1643151764,36777.90000,36778.00000,2022-01-25 23:02:44,0.09999999999854481
1643151764,36777.70000,36778.00000,2022-01-25 23:02:44,0.3000000000029104
1643151764,36777.80000,36778.00000,2022-01-25 23:02:44,0.19999999999708962
1643151764,36777.90000,36778.00000,2022-01-25 23:02:44,0.09999999999854481
1643151769,36777.00000,36778.00000,2022-01-25 23:02:49,1.0
1643151769,36777.90000,36778.00000,2022-01-25 23:02:49,0.09999999999854481
