unix,bid,ask,date,spread
1643151684,36767.70000,36768.70000,2022-01-25 23:01:24,1.0
1643151684,36766.30000,36768.70000,2022-01-25 23:01:24,2.3999999999941792
1643151684,36766.30000,36768.00000,2022-01-25 23:01:24,1.6999999999970896
1643151685,36766.30000,36767.90000,2022-01-25 23:01:25,1.5999999999985448
1643151685,36766.30000,36771.20000,2022-01-25 23:01:25,4.899999999994179
1643151685,36766.30000,36767.50000,2022-01-25 23:01:25,1.1999999999970896
1643151685,36766.30000,36767.40000,2022-01-25 23:01:25,1.0999999999985448
1643151686,36766.40000,36767.40000,2022-01-25 23:01:26,1.0
1643151686,36766.30000,36767.40000,2022-01-25 23:01:26,1.0999999999985448
1643151687,36766.40000,36767.40000,2022-01-25 23:01:27,1.0
1643151687,36766.50000,36767.40000,2022-01-25 23:01:27,0.9000000000014552
1643151687,36766.60000,36767.40000,2022-01-25 23:01:27,0.8000000000029104
1643151688,36766.70000,36767.40000,2022-01-25 23:01:28,0.7000000000043656
1643151688,36766.70000,36770.30000,2022-01-25 23:01:28,3.6000000000058208
1643151688,36766.70000,36770.20000,2022-01-25 23:01:28,3.5
1643151688,36766.70000,36769.80000,2022-01-25 23:01:28,3.1000000000058208
1643151688,36766.30000,36769.80000,2022-01-25 23:01:28,3.5
1643151689,36766.30000,36769.70000,2022-01-25 23:01:29,3.3999999999941792
1643151689,36766.30000,36768.70000,2022-01-25 23:01:29,2.3999999999941792
1643151691,36766.30000,36768.60000,2022-01-25 23:01:31,2.2999999999956344
1643151692,36766.30000,36768.50000,2022-01-25 23:01:32,2.1999999999970896
1643151692,36765.80000,36768.50000,2022-01-25 23:01:32,2.6999999999970896
1643151692,36765.80000,36767.90000,2022-01-25 23:01:32,2.099999999998545
1643151692,36765.60000,36767.90000,2022-01-25 23:01:32,2.3000000000029104
1643151692,36765.60000,36768.50000,2022-01-25 23:01:32,2.900000000001455
1643151692,36765.70000,36768.50000,2022-01-25 23:01:32,2.8000000000029104
1643151692,36765.70000,36768.40000,2022-01-25 23:01:32,2.7000000000043656
1643151693,36765.80000,36768.40000,2022-01-25 23:01:33,2.599999999998545
1643151693,36765.80000,36768.30000,2022-01-25 23:01:33,2.5
1643151694,36765.80000,36768.20000,2022-01-25 23:01:34,2.3999999999941792
1643151695,36765.80000,36768.10000,2022-01-25 23:01:35,2.2999999999956344
1643151695,36765.80000,36768.00000,2022-01-25 23:01:35,2.1999999999970896
1643151695,36765.80000,36768.10000,2022-01-25 23:01:35,2.2999999999956344
1643151695,36765.80000,36767.50000,2022-01-25 23:01:35,1.6999999999970896
1643151697,36765.80000,36767.40000,2022-01-25 23:01:37,1.5999999999985448
1643151697,36765.80000,36767.00000,2022-01-25 23:01:37,1.1999999999970896
1643151697,36765.80000,36766.90000,2022-01-25 23:01:37,1.0999999999985448
1643151697,36765.90000,36766.90000,2022-01-25 23:01:37,1.0
1643151697,36766.00000,36766.90000,2022-01-25 23:01:37,0.9000000000014552
1643151698,36766.10000,36766.90000,2022-01-25 23:01:38,0.8000000000029104
1643151698,36766.20000,36766.90000,2022-01-25 23:01:38,0.7000000000043656
1643151698,36766.30000,36766.90000,2022-01-25 23:01:38,0.5999999999985448
1643151698,36766.40000,36766.90000,2022-01-25 23:01:38,0.5
1643151698,36766.40000,36766.80000,2022-01-25 23:01:38,0.4000000000014552
1643151698,36766.50000,36766.80000,2022-01-25 23:01:38,0.3000000000029104
1643151698,36766.60000,36766.80000,2022-01-25 23:01:38,0.20000000000436557
1643151698,36766.70000,36766.80000,2022-01-25 23:01:38,0.10000000000582077
1643151701,36765.90000,36766.80000,2022-01-25 23:01:41,0.9000000000014552
1643151701,36766.00000,36766.80000,2022-01-25 23:01:41,0.8000000000029104
1643151701,36766.00000,36766.40000,2022-01-25 23:01:41,0.4000000000014552
1643151701,36765.80000,36766.40000,2022-01-25 23:01:41,0.5999999999985448
1643151701,36765.80000,36766.70000,2022-01-25 23:01:41,0.8999999999941792
1643151701,36765.80000,36766.30000,2022-01-25 23:01:41,0.5
1643151702,36765.80000,36765.90000,2022-01-25 23:01:42,0.09999999999854481
1643151706,36765.80000,36768.80000,2022-01-25 23:01:46,3.0
1643151706,36765.90000,36768.80000,2022-01-25 23:01:46,2.900000000001455
1643151706,36766.70000,36768.80000,2022-01-25 23:01:46,2.1000000000058208
1643151706,36766.80000,36768.80000,2022-01-25 23:01:46,2.0
1643151706,36766.90000,36768.80000,2022-01-25 23:01:46,1.9000000000014552
1643151707,36766.90000,36775.70000,2022-01-25 23:01:47,8.799999999995634
1643151707,36766.90000,36774.20000,2022-01-25 23:01:47,7.299999999995634
1643151707,36767.00000,36774.20000,2022-01-25 23:01:47,7.19999999999709
1643151707,36767.40000,36774.20000,2022-01-25 23:01:47,6.799999999995634
1643151707,36767.50000,36774.20000,2022-01-25 23:01:47,6.69999999999709
1643151707,36767.60000,36774.20000,2022-01-25 23:01:47,6.599999999998545
1643151707,36767.50000,36774.20000,2022-01-25 23:01:47,6.69999999999709
1643151707,36767.70000,36774.20000,2022-01-25 23:01:47,6.5
1643151707,36768.50000,36774.20000,2022-01-25 23:01:47,5.69999999999709
1643151707,36768.60000,36774.20000,2022-01-25 23:01:47,5.599999999998545
1643151707,36768.60000,36774.10000,2022-01-25 23:01:47,5.5
1643151708,36768.70000,36774.10000,2022-01-25 23:01:48,5.400000000001455
1643151708,36768.80000,36774.10000,2022-01-25 23:01:48,5.299999999995634
1643151708,36768.90000,36774.10000,2022-01-25 23:01:48,5.19999999999709
1643151708,36768.90000,36774.00000,2022-01-25 23:01:48,5.099999999998545
1643151708,36768.80000,36774.00000,2022-01-25 23:01:48,5.19999999999709
1643151708,36768.90000,36774.00000,2022-01-25 23:01:48,5.099999999998545
1643151708,36770.20000,36774.00000,2022-01-25 23:01:48,3.8000000000029104
1643151708,36770.30000,36774.00000,2022-01-25 23:01:48,3.6999999999970896
1643151708,36770.40000,36774.00000,2022-01-25 23:01:48,3.599999999998545
1643151708,36770.60000,36774.00000,2022-01-25 23:01:48,3.400000000001455
1643151709,36770.70000,36774.00000,2022-01-25 23:01:49,3.3000000000029104
1643151709,36770.80000,36774.00000,2022-01-25 23:01:49,3.1999999999970896
1643151709,36770.70000,36774.00000,2022-01-25 23:01:49,3.3000000000029104
1643151709,36770.70000,36773.60000,2022-01-25 23:01:49,2.900000000001455
1643151709,36770.70000,36773.50000,2022-01-25 23:01:49,2.8000000000029104
1643151709,36770.40000,36773.50000,2022-01-25 23:01:49,3.099999999998545
1643151709,36770.50000,36773.50000,2022-01-25 23:01:49,3.0
1643151709,36770.50000,36773.10000,2022-01-25 23:01:49,2.599999999998545
1643151709,36770.40000,36773.10000,2022-01-25 23:01:49,2.6999999999970896
1643151709,36770.40000,36773.00000,2022-01-25 23:01:49,2.599999999998545
1643151710,36770.50000,36773.00000,2022-01-25 23:01:50,2.5
1643151710,36770.60000,36773.00000,2022-01-25 23:01:50,2.400000000001455
1643151710,36770.50000,36773.00000,2022-01-25 23:01:50,2.5
1643151710,36770.70000,36773.00000,2022-01-25 23:01:50,2.3000000000029104
1643151711,36770.50000,36773.00000,2022-01-25 23:01:51,2.5
1643151711,36770.50000,36772.90000,2022-01-25 23:01:51,2.400000000001455
1643151711,36769.70000,36772.90000,2022-01-25 23:01:51,3.2000000000043656
1643151711,36769.80000,36772.90000,2022-01-25 23:01:51,3.099999999998545
1643151711,36770.40000,36772.90000,2022-01-25 23:01:51,2.5
1643151712,36770.50000,36772.90000,2022-01-25 23:01:52,2.400000000001455
1643151712,36771.10000,36772.90000,2022-01-25 23:01:52,1.8000000000029104
1643151712,36770.50000,36772.90000,2022-01-25 23:01:52,2.400000000001455
1643151712,36771.20000,36772.90000,2022-01-25 23:01:52,1.7000000000043656
1643151712,36770.50000,36772.90000,2022-01-25 23:01:52,2.400000000001455
1643151713,36770.60000,36772.90000,2022-01-25 23:01:53,2.3000000000029104
1643151713,36770.70000,36772.90000,2022-01-25 23:01:53,2.2000000000043656
1643151713,36770.70000,36772.80000,2022-01-25 23:01:53,2.1000000000058208
1643151713,36770.80000,36772.80000,2022-01-25 23:01:53,2.0
1643151713,36771.10000,36772.80000,2022-01-25 23:01:53,1.7000000000043656
1643151713,36771.20000,36772.80000,2022-01-25 23:01:53,1.6000000000058208
1643151713,36771.30000,36772.80000,2022-01-25 23:01:53,1.5
1643151714,36771.40000,36772.80000,2022-01-25 23:01:54,1.4000000000014552
1643151714,36771.40000,36772.60000,2022-01-25 23:01:54,1.1999999999970896
1643151714,36771.40000,36772.50000,2022-01-25 23:01:54,1.0999999999985448
1643151714,36771.40000,36772.40000,2022-01-25 23:01:54,1.0
1643151714,36771.40000,36772.80000,2022-01-25 23:01:54,1.4000000000014552
1643151714,36771.50000,36772.80000,2022-01-25 23:01:54,1.3000000000029104
1643151714,36771.60000,36772.80000,2022-01-25 23:01:54,1.2000000000043656
1643151715,36771.70000,36772.80000,2022-01-25 23:01:55,1.1000000000058208
1643151715,36771.70000,36772.70000,2022-01-25 23:01:55,1.0
1643151715,36771.70000,36772.80000,2022-01-25 23:01:55,1.1000000000058208
1643151715,36771.80000,36772.80000,2022-01-25 23:01:55,1.0
1643151716,36771.90000,36772.80000,2022-01-25 23:01:56,0.9000000000014552
1643151716,36772.00000,36772.80000,2022-01-25 23:01:56,0.8000000000029104
1643151716,36772.00000,36772.70000,2022-01-25 23:01:56,0.6999999999970896
1643151716,36772.10000,36772.70000,2022-01-25 23:01:56,0.5999999999985448
1643151717,36772.10000,36772.60000,2022-01-25 23:01:57,0.5
1643151717,36772.10000,36772.50000,2022-01-25 23:01:57,0.4000000000014552
1643151717,36772.20000,36772.50000,2022-01-25 23:01:57,0.3000000000029104
1643151717,36772.30000,36772.50000,2022-01-25 23:01:57,0.19999999999708962
1643151717,36772.40000,36772.50000,2022-01-25 23:01:57,0.09999999999854481
1643151718,36772.40000,36772.70000,2022-01-25 23:01:58,0.2999999999956344
1643151718,36772.40000,36772.50000,2022-01-25 23:01:58,0.09999999999854481
1643151719,36772.40000,36772.70000,2022-01-25 23:01:59,0.2999999999956344
1643151719,36772.40000,36778.00000,2022-01-25 23:01:59,5.599999999998545
1643151719,36772.40000,36772.50000,2022-01-25 23:01:59,0.09999999999854481
1643151719,36772.40000,36778.00000,2022-01-25 23:01:59,5.599999999998545
1643151719,36772.50000,36778.00000,2022-01-25 23:01:59,5.5
1643151719,36772.50000,36777.90000,2022-01-25 23:01:59,5.400000000001455
1643151719,36772.60000,36777.90000,2022-01-25 23:01:59,5.30000000000291
1643151719,36772.60000,36776.30000,2022-01-25 23:01:59,3.7000000000043656
1643151719,36773.00000,36776.30000,2022-01-25 23:01:59,3.3000000000029104
1643151719,36773.10000,36776.30000,2022-01-25 23:01:59,3.2000000000043656
1643151719,36773.20000,36776.30000,2022-01-25 23:01:59,3.1000000000058208
1643151719,36774.00000,36776.30000,2022-01-25 23:01:59,2.3000000000029104
1643151719,36774.10000,36776.30000,2022-01-25 23:01:59,2.2000000000043656
1643151720,36774.70000,36776.30000,2022-01-25 23:02:00,1.6000000000058208
1643151720,36774.80000,36776.30000,2022-01-25 23:02:00,1.5
1643151720,36775.20000,36776.30000,2022-01-25 23:02:00,1.1000000000058208
1643151720,36775.20000,36780.90000,2022-01-25 23:02:00,5.700000000004366
1643151720,36775.30000,36780.90000,2022-01-25 23:02:00,5.599999999998545
1643151720,36775.40000,36780.90000,2022-01-25 23:02:00,5.5
1643151720,36775.50000,36780.90000,2022-01-25 23:02:00,5.400000000001455
1643151720,36776.90000,36780.90000,2022-01-25 23:02:00,4.0
1643151720,36777.00000,36780.90000,2022-01-25 23:02:00,3.900000000001455
1643151721,36775.40000,36780.90000,2022-01-25 23:02:01,5.5
1643151721,36777.00000,36780.90000,2022-01-25 23:02:01,3.900000000001455
1643151721,36777.10000,36780.90000,2022-01-25 23:02:01,3.8000000000029104
1643151721,36777.10000,36781.40000,2022-01-25 23:02:01,4.30000000000291
1643151721,36777.00000,36781.40000,2022-01-25 23:02:01,4.400000000001455
1643151721,36777.00000,36778.60000,2022-01-25 23:02:01,1.5999999999985448
1643151721,36776.40000,36778.60000,2022-01-25 23:02:01,2.1999999999970896
1643151721,36776.50000,36778.60000,2022-01-25 23:02:01,2.099999999998545
1643151721,36776.60000,36778.60000,2022-01-25 23:02:01,2.0
1643151722,36776.60000,36778.50000,2022-01-25 23:02:02,1.9000000000014552
1643151722,36776.70000,36778.50000,2022-01-25 23:02:02,1.8000000000029104
1643151722,36776.80000,36778.50000,2022-01-25 23:02:02,1.6999999999970896
1643151723,36776.90000,36778.50000,2022-01-25 23:02:03,1.5999999999985448
1643151723,36777.00000,36778.50000,2022-01-25 23:02:03,1.5
1643151724,36777.00000,36778.40000,2022-01-25 23:02:04,1.4000000000014552
1643151724,36777.10000,36778.40000,2022-01-25 23:02:04,1.3000000000029104
1643151724,36777.10000,36778.00000,2022-01-25 23:02:04,0.9000000000014552
1643151724,36777.20000,36778.00000,2022-01-25 23:02:04,0.8000000000029104
1643151725,36777.30000,36778.00000,2022-01-25 23:02:05,0.6999999999970896
1643151725,36777.40000,36778.00000,2022-01-25 23:02:05,0.5999999999985448
1643151725,36777.50000,36778.00000,2022-01-25 23:02:05,0.5
1643151725,36777.60000,36778.00000,2022-01-25 23:02:05,0.4000000000014552
1643151726,36777.70000,36778.00000,2022-01-25 23:02:06,0.3000000000029104
1643151726,36777.90000,36778.00000,2022-01-25 23:02:06,0.09999999999854481
1643151740,36776.80000,36778.00000,2022-01-25 23:02:20,1.1999999999970896
1643151740,36777.90000,36778.00000,2022-01-25 23:02:20,0.09999999999854481
1643151740,36776.80000,36778.00000,2022-01-25 23:02:20,1.1999999999970896
1643151740,36776.80000,36777.90000,2022-01-25 23:02:20,1.0999999999985448
1643151740,36776.80000,36778.00000,2022-01-25 23:02:20,1.1999999999970896
1643151741,36776.90000,36778.00000,2022-01-25 23:02:21,1.0999999999985448
1643151741,36777.00000,36778.00000,2022-01-25 23:02:21,1.0
1643151741,36776.80000,36778.00000,2022-01-25 23:02:21,1.1999999999970896
1643151742,36776.80000,36777.70000,2022-01-25 23:02:22,0.8999999999941792
1643151742,36776.80000,36777.60000,2022-01-25 23:02:22,0.7999999999956344
1643151743,36776.80000,36777.50000,2022-01-25 23:02:23,0.6999999999970896
1643151743,36776.80000,36777.40000,2022-01-25 23:02:23,0.5999999999985448
1643151743,36776.80000,36777.30000,2022-01-25 23:02:23,0.5
1643151743,36776.80000,36777.20000,2022-01-25 23:02:23,0.39999999999417923
1643151743,36776.80000,36777.30000,2022-01-25 23:02:23,0.5
1643151743,36776.80000,36777.20000,2022-01-25 23:02:23,0.39999999999417923
1643151744,36776.80000,36776.90000,2022-01-25 23:02:24,0.09999999999854481
1643151761,36776.80000,36778.00000,2022-01-25 23:02:41,1.1999999999970896
1643151761,36776.80000,36777.90000,2022-01-25 23:02:41,1.0999999999985448
1643151761,36776.80000,36777.80000,2022-01-25 23:02:41,1.0
1643151761,36776.80000,36777.70000,2022-01-25 23:02:41,0.8999999999941792
